Description,Date,Credit,Debit
114-6960356-8513852,21/03/2021,7.99,
112-3284980-0963414,21/03/2021,13.98,
112-6180545-2485030,21/03/2021,13.99,
113-2405420-1948229,21/03/2021,7.99,
113-0075436-9209834,21/03/2021,7.99,
113-0075436-9209834,21/03/2021,7.99,
114-6060825-9979456,21/03/2021,25.99,
114-3720656-6416224,21/03/2021,8.28,
114-3720656-6416224,21/03/2021,7.28,
114-3720656-6416224,21/03/2021,8.28,
114-8256532-9669054,21/03/2021,6.99,
112-9890798-4033067,21/03/2021,7.99,
112-2956355-6886638,21/03/2021,7.99,
113-5750803-2561050,21/03/2021,6.99,
111-0822660-8843443,21/03/2021,7.99,
113-2546981-9839450,20/03/2021,16.65,
113-5471999-4203444,20/03/2021,7.99,
113-6424155-1805849,20/03/2021,11.99,
114-9806147-7959467,20/03/2021,17.98,
112-1087128-3753811,20/03/2021,19.99,
114-5674360-0536258,20/03/2021,3.99,
112-5381831-9645829,20/03/2021,7.99,
114-4635187-3019413,20/03/2021,6.99,
114-4635187-3019413,20/03/2021,7.99,
111-5926700-3337858,20/03/2021,17.98,
111-4270839-7136259,20/03/2021,7.99,
111-4270839-7136259,20/03/2021,7.99,
111-4270839-7136259,20/03/2021,7.99,
113-3167104-0750619,20/03/2021,13.99,
112-5658860-8031448,20/03/2021,6.99,
111-9313669-0796205,20/03/2021,6.99,
111-0860778-3039450,19/03/2021,7.99,
112-1279623-6958633,19/03/2021,7.99,
111-2979362-7400255,19/03/2021,11.45,
111-2979362-7400255,19/03/2021,11.45,
113-0835278-6610640,19/03/2021,7.99,
112-5296181-1005034,19/03/2021,6.99,
112-4700962-3487423,19/03/2021,13.99,
112-2829673-6265827,19/03/2021,7.99,
112-1413713-4949054,19/03/2021,7.99,
112-9336411-7197039,19/03/2021,7.99,
112-9336411-7197039,19/03/2021,7.99,
111-8920016-2921042,19/03/2021,6.99,
113-7283542-7738644,19/03/2021,7.99,
114-8943424-2861809,19/03/2021,19.99,
112-2427592-1293037,19/03/2021,7.99,
112-2948411-2877869,19/03/2021,6.99,
114-9399401-8472220,19/03/2021,6.99,
113-4203085-8858636,19/03/2021,7.99,
114-7506680-9981062,19/03/2021,19.99,
113-1581348-3016211,19/03/2021,13.99,
113-4291982-0243422,19/03/2021,6.99,
113-9972805-4932260,19/03/2021,7.99,
113-9972805-4932260,19/03/2021,7.99,
113-9972805-4932260,19/03/2021,7.99,
113-4023573-9909025,19/03/2021,17.98,
113-1484988-0993868,19/03/2021,7.99,
111-7677720-9618634,18/03/2021,7.99,
111-7677720-9618634,18/03/2021,7.99,
111-7677720-9618634,18/03/2021,7.99,
113-3968420-8934616,18/03/2021,13.99,
114-7144872-8664266,18/03/2021,13.98,
113-7195438-0547420,18/03/2021,6.99,
114-8829893-0762656,18/03/2021,13.98,
114-3639418-7109012,18/03/2021,7.99,
113-4690419-4022623,18/03/2021,13.99,
114-4966518-0602659,18/03/2021,7.99,
112-8635902-5610633,18/03/2021,15.98,
114-7108369-3564204,18/03/2021,7.99,
112-4377646-4215413,18/03/2021,6.99,
112-3083113-6234636,18/03/2021,7.99,
112-0630715-1348246,18/03/2021,7.99,
114-3898285-5304263,18/03/2021,13.99,
112-7336694-8081845,18/03/2021,19.99,
112-3630900-3465836,17/03/2021,13.99,
111-2986138-6532219,17/03/2021,7.99,
114-1739808-9129011,17/03/2021,7.99,
111-2981944-7448218,17/03/2021,7.99,
111-4105691-5676216,17/03/2021,13.99,
114-5841740-0371434,17/03/2021,19.99,
111-9741877-7511454,17/03/2021,7.99,
112-0667848-7033853,17/03/2021,13.99,
113-2858400-3018647,17/03/2021,7.99,
112-4441217-4754613,17/03/2021,19.99,
113-3736210-6217017,17/03/2021,6.99,
112-6907031-3467434,17/03/2021,3.99,
112-6907031-3467434,17/03/2021,3.99,
113-4525969-6354604,17/03/2021,19.99,
112-6444550-1175444,17/03/2021,7.99,
114-9252002-2799465,17/03/2021,11.99,
113-4406163-0453824,17/03/2021,15.98,
112-2300757-1637005,17/03/2021,13.99,
112-7431027-7913022,17/03/2021,7.99,
113-6503270-9680211,17/03/2021,7.99,
114-3270091-6313062,17/03/2021,7.99,
112-3398818-5803465,16/03/2021,6.99,
113-1689588-3644267,16/03/2021,7.99,
111-6625313-3585025,16/03/2021,7.99,
112-6837875-7966633,16/03/2021,6.99,
114-8666529-3985834,16/03/2021,23.98,
112-8642026-2741859,16/03/2021,13.99,
113-5005569-7825844,16/03/2021,7.99,
112-0693299-5474617,16/03/2021,13.99,
114-9817618-1277803,16/03/2021,7.99,
113-0992009-4604257,16/03/2021,7.99,
111-2888397-8909866,16/03/2021,13.99,
113-0753390-9672227,16/03/2021,6.99,
113-8219986-4294661,15/03/2021,6.99,
113-5067432-7953017,15/03/2021,0.00,
112-8083668-5490630,15/03/2021,7.99,
113-1284502-1041846,15/03/2021,13.99,
114-9285959-6582619,15/03/2021,7.99,
114-7734398-9153863,15/03/2021,7.99,
114-1815551-6781035,15/03/2021,7.99,
114-1815551-6781035,15/03/2021,7.99,
112-6517830-7573849,15/03/2021,6.99,
113-2964595-1601804,15/03/2021,7.99,
112-8963503-5257000,15/03/2021,7.99,
112-7846496-7097861,15/03/2021,39.95,
111-5420087-8731402,15/03/2021,7.99,
114-6273829-0861805,15/03/2021,6.99,
111-6582191-8567400,14/03/2021,7.99,
111-0200925-8044219,14/03/2021,7.99,
111-7603111-2439441,14/03/2021,7.99,
111-3831689-3645019,14/03/2021,7.99,
113-9520356-5255444,14/03/2021,7.99,
112-8548686-6878601,14/03/2021,7.99,
112-3260741-7931406,14/03/2021,7.99,
112-2648119-7645054,14/03/2021,7.99,
111-1320953-3949025,14/03/2021,7.99,
112-5981102-7889867,14/03/2021,11.99,
114-3962243-5977051,14/03/2021,6.99,
114-7951410-5428240,14/03/2021,7.99,
114-5387062-7801023,14/03/2021,3.99,
112-0697847-5434651,14/03/2021,13.99,
112-4737548-7965035,14/03/2021,6.99,
111-1275661-9324269,14/03/2021,11.99,
112-8507160-6565057,14/03/2021,7.99,
113-5321655-7369859,14/03/2021,6.99,
113-6197353-6604263,14/03/2021,7.99,
113-2051895-8746660,14/03/2021,7.99,
114-0920279-0356251,14/03/2021,6.99,
114-2650310-8557826,14/03/2021,7.99,
114-3081660-9774665,13/03/2021,7.99,
112-0810594-7118608,13/03/2021,7.99,
111-4050260-9050618,13/03/2021,19.99,
112-5503457-2003434,13/03/2021,7.99,
112-6572810-6284224,13/03/2021,7.99,
111-8497918-1306627,13/03/2021,11.99,
114-3638923-5139454,13/03/2021,13.99,
112-4130896-5529011,13/03/2021,7.99,
112-4130896-5529011,13/03/2021,7.99,
112-4130896-5529011,13/03/2021,7.99,
113-8105255-0010624,13/03/2021,7.99,
112-9320518-2729843,13/03/2021,11.46,
113-6449344-4041067,13/03/2021,7.99,
112-7588470-0054607,13/03/2021,13.99,
111-9774203-4443426,13/03/2021,7.99,
112-0578378-0886649,13/03/2021,7.99,
112-3960370-8278626,12/03/2021,7.99,
113-5325591-8250654,12/03/2021,7.99,
114-6028136-5225018,12/03/2021,13.99,
113-6865563-1585828,12/03/2021,7.99,
111-7877291-1174668,12/03/2021,7.99,
112-5900127-0232250,12/03/2021,7.99,
111-5875865-0417834,12/03/2021,18.98,
111-6774828-5893039,12/03/2021,6.99,
114-2808225-3550602,12/03/2021,19.99,
111-2531501-7682666,12/03/2021,7.99,
113-8150244-4257857,12/03/2021,7.99,
114-8465003-8485850,12/03/2021,19.99,
114-7272846-7454603,12/03/2021,7.99,
112-2144908-9395414,12/03/2021,7.99,
113-0112775-7597831,12/03/2021,7.99,
111-1793064-2751430,12/03/2021,7.99,
114-7672468-5004251,11/03/2021,7.99,
113-2502801-7385029,11/03/2021,6.99,
112-2492362-9021809,11/03/2021,7.99,
112-4375713-7867412,11/03/2021,7.99,
113-1135459-9427424,11/03/2021,11.99,
111-8747964-5924212,11/03/2021,13.99,
114-9535173-8831412,11/03/2021,13.99,
114-1295148-1533057,11/03/2021,7.99,
114-6777031-5278625,11/03/2021,7.99,
113-3217854-5976215,11/03/2021,9.99,
113-9426753-0276202,11/03/2021,7.99,
112-6740372-6901838,11/03/2021,6.99,
111-2246389-3086642,11/03/2021,7.99,
112-2393688-7594658,11/03/2021,6.99,
113-7661926-2689054,11/03/2021,19.99,
113-3852618-6082640,11/03/2021,7.99,
112-7830626-0637815,10/03/2021,13.98,
114-9812875-4947464,10/03/2021,6.99,
113-7383175-5277043,10/03/2021,9.49,
114-5228746-0159406,10/03/2021,15.98,
113-1747144-8545047,10/03/2021,6.99,
113-5802205-3488225,10/03/2021,6.99,
114-2626351-5197857,10/03/2021,6.99,
114-6727019-9926646,10/03/2021,6.99,
111-6914516-0435445,10/03/2021,7.99,
112-1990572-0621835,10/03/2021,7.99,
113-5011364-3385834,10/03/2021,6.99,
113-8518563-3921805,10/03/2021,13.99,
111-4678819-2087401,10/03/2021,12.98,
111-4678819-2087401,10/03/2021,12.99,
111-0091884-6349001,10/03/2021,7.99,
111-0091884-6349001,10/03/2021,7.99,
111-0091884-6349001,10/03/2021,7.99,
111-0091884-6349001,10/03/2021,7.99,
111-0091884-6349001,10/03/2021,7.99,
111-0091884-6349001,10/03/2021,7.99,
114-1092257-9677860,09/03/2021,7.99,
113-2595361-5319425,09/03/2021,7.99,
111-2288997-9614603,09/03/2021,6.99,
111-9368708-8249004,09/03/2021,7.99,
112-0173139-2351458,09/03/2021,7.99,
113-6257998-6723459,09/03/2021,6.99,
114-9570182-3633857,09/03/2021,7.99,
112-4142506-0163409,09/03/2021,7.99,
111-5756995-1279449,09/03/2021,7.99,
113-3587112-6788256,09/03/2021,7.99,
113-6271773-5373807,09/03/2021,13.99,
112-8302873-0286600,08/03/2021,6.99,
112-9735393-9570620,08/03/2021,6.99,
114-2646894-3159424,08/03/2021,7.99,
113-9587485-6679447,08/03/2021,19.99,
114-3538950-4905811,08/03/2021,7.99,
111-7990616-3627431,08/03/2021,7.99,
114-6461223-9425805,08/03/2021,13.99,
114-6461223-9425805,08/03/2021,13.99,
113-6410390-9476212,08/03/2021,11.99,
112-6125877-4362666,08/03/2021,7.99,
114-8254303-9141858,08/03/2021,7.99,
114-0941525-1132211,08/03/2021,7.99,
112-9764681-1385056,07/03/2021,11.99,
113-2580911-0346666,07/03/2021,7.99,
114-4840293-0034656,07/03/2021,6.99,
112-3249575-4139449,07/03/2021,6.99,
114-9409416-8152222,07/03/2021,6.99,
114-0320000-6659475,07/03/2021,13.99,
112-6638987-4444251,07/03/2021,6.99,
114-9599089-7637803,07/03/2021,6.99,
113-6014823-7087437,07/03/2021,6.99,
112-0457762-6626655,07/03/2021,6.99,
111-4805754-2159413,07/03/2021,6.99,
114-8157632-8475411,07/03/2021,7.99,
114-8157632-8475411,07/03/2021,7.99,
111-1701326-1048235,07/03/2021,12.98,
112-2399303-2183426,07/03/2021,6.99,
114-8002141-3138652,07/03/2021,6.99,
112-7196393-0325810,07/03/2021,6.99,
114-5201009-9213813,06/03/2021,6.99,
111-1644783-6619449,06/03/2021,12.98,
114-5003027-0293848,06/03/2021,7.99,
112-1988157-5030631,06/03/2021,19.99,
114-4238486-0957068,06/03/2021,6.99,
113-1134640-5189820,06/03/2021,11.99,
114-5348350-5638614,06/03/2021,16.98,
113-9133081-5357017,06/03/2021,6.99,
112-8131776-9662625,06/03/2021,6.99,
113-2911484-9439442,06/03/2021,6.99,
114-8503911-6761816,06/03/2021,7.99,
112-3199201-0009029,06/03/2021,6.99,
112-5973365-2081050,05/03/2021,13.98,
114-8999356-7325844,05/03/2021,6.99,
112-1820691-5468232,05/03/2021,13.99,
111-3967034-0843407,05/03/2021,6.99,
113-6132839-6132224,05/03/2021,6.99,
114-9072462-4958652,05/03/2021,19.99,
112-9890587-3594609,05/03/2021,6.99,
112-9890587-3594609,05/03/2021,6.99,
111-2478524-2031414,05/03/2021,6.99,
111-2478524-2031414,05/03/2021,6.99,
114-6177496-8625038,05/03/2021,6.99,
112-5796109-5533000,05/03/2021,7.26,
113-5923232-5248208,05/03/2021,6.99,
112-7967495-9475449,05/03/2021,6.99,
112-7967495-9475449,05/03/2021,6.99,
113-0769289-7745011,05/03/2021,6.99,
111-5534866-8245813,04/03/2021,13.99,
111-5534866-8245813,04/03/2021,13.99,
114-1910791-6360257,04/03/2021,7.99,
111-4303178-0901849,04/03/2021,6.99,
113-3447279-2889067,04/03/2021,6.99,
111-9922145-7889847,04/03/2021,6.99,
113-3791644-7212224,04/03/2021,6.99,
112-2988828-4540237,04/03/2021,6.99,
111-1403854-0715411,04/03/2021,6.99,
113-3317149-0924260,04/03/2021,6.99,
112-3638831-4209845,04/03/2021,7.99,
111-2655571-1105050,03/03/2021,6.99,
114-1314396-6573029,03/03/2021,19.99,
113-8396942-3463415,03/03/2021,6.99,
113-8396942-3463415,03/03/2021,6.99,
113-8396942-3463415,03/03/2021,6.99,
113-5017763-9313827,03/03/2021,6.99,
113-5740501-8480269,03/03/2021,6.99,
114-7076607-5928268,03/03/2021,39.98,
113-3931048-5723429,03/03/2021,6.99,
112-3877780-3173857,03/03/2021,6.99,
114-7824821-7194619,03/03/2021,13.99,
111-1019259-8414641,03/03/2021,6.99,
111-2433608-4575464,03/03/2021,6.99,
114-1403293-3017806,03/03/2021,13.99,
113-8512790-1444225,03/03/2021,13.99,
111-2611857-4340202,03/03/2021,11.99,
114-1630132-3891454,02/03/2021,11.99,
111-8960347-8282634,02/03/2021,6.99,
112-3933228-2008223,02/03/2021,7.99,
114-1168096-6429825,02/03/2021,6.99,
113-5784184-6198634,02/03/2021,6.99,
112-6690847-2109048,02/03/2021,13.99,
112-6489935-2550610,02/03/2021,6.99,
112-1198291-1251439,01/03/2021,3.99,
111-2633590-9859417,01/03/2021,6.99,
113-2631655-0592201,01/03/2021,13.99,
114-3129281-6225855,01/03/2021,7.99,
114-2479469-6765037,01/03/2021,13.98,
113-0244000-0237864,01/03/2021,7.99,
113-0244000-0237864,01/03/2021,7.99,
111-9080621-8623420,01/03/2021,19.99,
111-0503572-9068240,01/03/2021,6.99,
111-8578886-3881031,01/03/2021,19.99,
111-9992365-5523436,01/03/2021,6.99,
111-1239604-0895416,01/03/2021,6.99,
111-1239604-0895416,01/03/2021,13.99,
112-9488439-7669820,01/03/2021,6.99,
111-8949013-6578607,01/03/2021,6.99,
