Description,Date,Credit,Debit
114-0739838-1012202,31/05/2021,13.99,
112-7517058-3898601,31/05/2021,13.99,
114-2016671-5510653,31/05/2021,25.99,
113-7949538-1123422,31/05/2021,7.99,
111-1916066-6839401,31/05/2021,13.99,
112-6634904-2848258,31/05/2021,19.99,
114-5773611-4966616,31/05/2021,13.99,
114-8613936-0931469,31/05/2021,7.99,
114-8491418-6525817,31/05/2021,7.99,
113-6362551-8476252,30/05/2021,13.99,
113-5877590-9355452,30/05/2021,19.99,
112-3477129-2042614,30/05/2021,19.99,
111-3909231-9680231,30/05/2021,7.99,
111-3793323-0244224,30/05/2021,6.99,
112-8255182-2515438,30/05/2021,17.98,
112-1018573-0618638,30/05/2021,6.99,
113-4035491-6797845,30/05/2021,19.99,
112-0666876-7233045,29/05/2021,13.99,
113-9040005-1106667,29/05/2021,13.98,
113-4251727-0945062,29/05/2021,7.99,
111-2859980-2157045,29/05/2021,7.99,
113-5151828-1699418,29/05/2021,7.99,
111-7933171-4204248,29/05/2021,7.99,
113-6382126-5109041,29/05/2021,7.99,
113-0842702-7407469,29/05/2021,7.99,
111-5323342-2853818,29/05/2021,7.99,
111-0268171-9077865,29/05/2021,11.99,
111-6842199-0600255,29/05/2021,7.99,
113-1042936-0657069,29/05/2021,7.99,
114-0848979-2477804,29/05/2021,7.99,
111-0666402-0302658,29/05/2021,63.92,
114-3796853-1745059,29/05/2021,7.99,
111-2654225-6953840,29/05/2021,6.99,
111-7518335-6624245,28/05/2021,19.99,
112-5738531-8333037,28/05/2021,6.99,
111-5451255-5250666,28/05/2021,19.99,
111-4078832-8125010,28/05/2021,6.99,
111-0378682-7836267,28/05/2021,13.99,
112-3159967-2965026,28/05/2021,6.99,
112-9068879-7617064,28/05/2021,7.99,
112-7007677-1915402,28/05/2021,13.99,
113-1132716-4757067,28/05/2021,13.99,
112-1578582-9945011,28/05/2021,13.99,
113-7206644-5387446,28/05/2021,7.99,
112-4501434-7329064,28/05/2021,7.99,
114-9951030-1737066,28/05/2021,10.99,
114-9951030-1737066,28/05/2021,10.98,
113-2121090-4983411,28/05/2021,7.99,
112-2989457-5920254,28/05/2021,19.99,
113-3709346-9423418,28/05/2021,11.99,
112-3137137-2185029,27/05/2021,7.99,
112-6666813-9835433,27/05/2021,6.99,
112-0515235-1895421,27/05/2021,7.99,
112-1328163-2499411,27/05/2021,7.99,
113-9864758-3734617,27/05/2021,13.99,
113-9864758-3734617,27/05/2021,13.99,
113-8261957-6757811,27/05/2021,7.99,
113-9934411-3586631,27/05/2021,15.98,
112-1867697-9953861,27/05/2021,6.99,
112-4637841-5793867,27/05/2021,7.99,
111-3602175-3261040,26/05/2021,6.99,
112-0552683-4990602,26/05/2021,7.99,
114-7951872-1775410,26/05/2021,7.99,
111-7995014-4962623,26/05/2021,7.99,
113-9013300-8085854,26/05/2021,7.99,
111-5158223-6949860,26/05/2021,7.99,
113-5570715-6645828,26/05/2021,7.99,
113-7126531-9557063,26/05/2021,13.99,
112-8890259-6905862,26/05/2021,7.99,
113-5539343-0276253,26/05/2021,19.99,
114-6642054-8506660,26/05/2021,6.99,
114-6642054-8506660,26/05/2021,7.99,
112-2539760-7689043,26/05/2021,7.99,
114-4500678-9014638,26/05/2021,13.99,
113-2593956-7660234,26/05/2021,7.99,
114-4673040-8031401,26/05/2021,6.99,
113-0990885-7546646,26/05/2021,6.99,
112-8890724-8825824,26/05/2021,13.99,
113-3695356-8313851,25/05/2021,13.99,
114-9066914-4315442,25/05/2021,13.98,
114-8595627-5806620,25/05/2021,7.99,
114-8595627-5806620,25/05/2021,7.99,
113-8171573-0289868,25/05/2021,13.99,
112-9541836-0962619,25/05/2021,19.99,
111-1574284-2657025,25/05/2021,3.99,
113-7358956-6271468,25/05/2021,19.99,
114-7842038-4665014,25/05/2021,7.99,
114-4506879-1356225,25/05/2021,7.99,
113-3347070-3039454,25/05/2021,7.99,
113-6290967-8318610,25/05/2021,6.99,
111-7265652-9575420,25/05/2021,7.99,
111-2653155-4166646,25/05/2021,7.99,
113-5216338-9986625,25/05/2021,6.99,
114-7039821-5220231,25/05/2021,7.99,
113-6260565-2005046,25/05/2021,19.99,
111-3488017-4785066,25/05/2021,7.99,
114-2848825-0462651,24/05/2021,13.99,
113-9650658-4215418,24/05/2021,7.99,
113-9650658-4215418,24/05/2021,13.99,
113-6979846-4904200,24/05/2021,7.99,
114-9768948-7575439,24/05/2021,7.99,
114-9768948-7575439,24/05/2021,6.99,
111-1613148-1944238,24/05/2021,7.99,
114-8618654-5773018,24/05/2021,7.99,
113-4005455-8025858,24/05/2021,15.98,
113-0356969-0785826,24/05/2021,7.99,
112-6299570-5320261,24/05/2021,13.99,
112-6915714-5053842,24/05/2021,7.99,
113-3828496-7206640,24/05/2021,13.99,
114-0212864-2153063,24/05/2021,6.99,
114-6471410-6905063,24/05/2021,7.99,
113-0926227-2832242,24/05/2021,6.99,
112-7921127-4344269,24/05/2021,19.99,
111-6667034-0769806,24/05/2021,7.99,
113-9534433-4173843,24/05/2021,7.99,
113-9534433-4173843,24/05/2021,7.99,
114-2846005-8825012,23/05/2021,11.99,
113-5117172-5967409,23/05/2021,7.99,
114-9410772-7458633,23/05/2021,7.99,
113-3703322-0559411,23/05/2021,7.99,
114-0695037-5054651,23/05/2021,13.99,
114-3032017-0017052,23/05/2021,13.99,
114-3054905-4781031,23/05/2021,19.99,
112-7706680-5024202,23/05/2021,3.99,
112-9281845-6749861,23/05/2021,19.99,
114-4945355-6657835,23/05/2021,18.99,
114-2277442-5042634,23/05/2021,13.99,
113-9851455-1908266,22/05/2021,7.99,
113-4202346-8738603,22/05/2021,7.99,
112-7476740-6261026,22/05/2021,7.99,
114-3840121-8917065,22/05/2021,7.99,
111-0065836-6193802,22/05/2021,13.99,
114-2890782-9247437,22/05/2021,13.99,
112-0983075-1065026,22/05/2021,7.99,
111-4402542-7180231,22/05/2021,6.99,
114-5842160-1079426,22/05/2021,13.99,
113-9164137-7064209,22/05/2021,8.13,
112-2698574-1354618,22/05/2021,7.99,
112-2698574-1354618,22/05/2021,7.99,
111-4310131-5754667,21/05/2021,7.99,
113-9290159-0950600,21/05/2021,7.99,
112-4514715-2290606,21/05/2021,7.99,
113-0558513-5773051,21/05/2021,7.99,
111-8022123-1461805,21/05/2021,7.99,
114-0240080-2828259,21/05/2021,7.99,
114-8898460-9324268,21/05/2021,7.99,
114-7083552-3179410,21/05/2021,8.82,
112-4456083-2342618,21/05/2021,13.99,
111-8790461-9543457,21/05/2021,13.99,
113-4567589-1737017,21/05/2021,39.98,
112-9217883-8246663,21/05/2021,7.99,
114-9000627-9854638,21/05/2021,7.99,
114-9000627-9854638,21/05/2021,7.99,
112-3455865-3306624,21/05/2021,7.99,
111-9784355-6665805,21/05/2021,19.99,
112-6646150-9384239,21/05/2021,19.99,
113-2495073-2017868,21/05/2021,7.99,
111-1509080-7238611,21/05/2021,19.99,
114-5657384-2059439,21/05/2021,7.99,
113-2740634-0625025,20/05/2021,6.99,
113-2740634-0625025,20/05/2021,7.99,
113-2740634-0625025,20/05/2021,6.99,
113-2740634-0625025,20/05/2021,7.99,
114-7728166-2042606,20/05/2021,15.98,
112-2712797-8120268,20/05/2021,7.99,
114-8402631-3039431,20/05/2021,11.99,
114-5147919-7141065,20/05/2021,11.99,
111-4832117-6637014,20/05/2021,6.99,
114-0956114-5776263,20/05/2021,13.99,
113-1414182-6654653,20/05/2021,7.99,
113-1414182-6654653,20/05/2021,7.99,
114-1877193-7117808,20/05/2021,13.99,
111-6788449-0525853,20/05/2021,7.99,
112-2508827-4558606,20/05/2021,11.99,
112-5234741-9862623,20/05/2021,27.98,
111-0120854-5117869,20/05/2021,7.99,
111-9411891-6825039,20/05/2021,7.99,
114-3524219-6007461,20/05/2021,7.99,
114-8373231-2209841,20/05/2021,13.99,
111-1697763-7109827,20/05/2021,7.99,
112-8369720-4289059,20/05/2021,7.99,
113-5178414-3901065,20/05/2021,13.99,
114-4923067-0278637,20/05/2021,6.99,
111-5472791-1341053,19/05/2021,7.99,
111-8772061-4678669,19/05/2021,31.96,
114-2718041-4954626,19/05/2021,19.99,
114-7518228-4653023,19/05/2021,25.98,
112-1742397-3676227,19/05/2021,15.98,
113-3357000-3790662,19/05/2021,13.98,
113-2425497-7229013,19/05/2021,7.99,
112-6702154-5231440,19/05/2021,7.99,
112-6702154-5231440,19/05/2021,7.99,
112-6702154-5231440,19/05/2021,7.99,
112-6702154-5231440,19/05/2021,7.99,
112-6702154-5231440,19/05/2021,7.99,
112-6702154-5231440,19/05/2021,6.99,
112-6702154-5231440,19/05/2021,7.99,
114-6490963-3217015,19/05/2021,16.07,
112-3150334-8690669,19/05/2021,20.98,
112-7977915-0138620,19/05/2021,7.99,
112-7977915-0138620,19/05/2021,7.99,
113-8800819-0501856,19/05/2021,13.99,
113-1438974-8943413,18/05/2021,17.53,
111-9984041-9683404,18/05/2021,7.99,
111-0038703-2828207,18/05/2021,7.99,
112-9286769-9039460,18/05/2021,14.41,
112-5838802-6205032,18/05/2021,7.99,
111-2094919-2166618,18/05/2021,28.12,
111-3611593-8693813,18/05/2021,15.98,
112-5928826-0526663,18/05/2021,7.99,
111-6664286-0635407,18/05/2021,13.99,
113-0119139-1689820,18/05/2021,7.99,
113-0119139-1689820,18/05/2021,7.99,
113-6649225-8655442,18/05/2021,7.99,
113-6649225-8655442,18/05/2021,6.99,
113-8293018-6307433,18/05/2021,7.99,
111-6542723-6926632,18/05/2021,19.99,
111-9064705-6983427,17/05/2021,13.99,
114-6514189-7489042,17/05/2021,7.99,
114-6218071-5069806,17/05/2021,7.99,
114-3861756-2285848,17/05/2021,7.99,
113-8698384-8653833,17/05/2021,19.99,
113-2309347-2159446,17/05/2021,0.00,
113-9120818-6147414,17/05/2021,7.99,
114-5238826-3169021,17/05/2021,7.99,
114-5238826-3169021,17/05/2021,7.99,
114-2619277-7804212,17/05/2021,13.99,
114-8052860-8732257,17/05/2021,7.99,
111-5837039-4228249,17/05/2021,11.50,
111-5609991-3912209,17/05/2021,7.99,
114-2484044-3240253,17/05/2021,13.99,
114-1191447-0498644,16/05/2021,13.99,
111-5784705-3402615,16/05/2021,7.99,
113-1094253-9532228,16/05/2021,19.99,
114-5854090-5858625,16/05/2021,6.99,
113-8339320-9651450,16/05/2021,7.99,
112-0037432-9077828,16/05/2021,6.99,
112-0037432-9077828,16/05/2021,7.99,
112-0037432-9077828,16/05/2021,7.99,
112-0037432-9077828,16/05/2021,7.99,
111-0479430-3705854,16/05/2021,13.98,
114-6313438-4641850,16/05/2021,6.99,
112-0719638-8613052,16/05/2021,7.99,
112-0719638-8613052,16/05/2021,7.99,
113-7159963-4028217,16/05/2021,19.99,
114-6619080-3259425,16/05/2021,7.99,
113-7415673-1957807,16/05/2021,7.99,
113-7415673-1957807,16/05/2021,7.99,
113-7415673-1957807,16/05/2021,7.99,
113-7415673-1957807,16/05/2021,7.99,
114-4096951-3804237,15/05/2021,6.99,
112-7348237-3289033,15/05/2021,19.99,
113-3299835-5276230,15/05/2021,7.99,
113-8779007-5425820,15/05/2021,19.99,
111-0712772-4269854,15/05/2021,11.99,
112-1286877-1202609,15/05/2021,7.99,
111-8662348-2829007,15/05/2021,7.99,
113-7019389-1609811,15/05/2021,7.99,
114-6707738-8832201,15/05/2021,13.99,
113-4240722-2032200,15/05/2021,8.88,
112-8530300-0233813,14/05/2021,7.99,
113-1115633-9078659,14/05/2021,19.99,
111-4356518-8497042,14/05/2021,13.99,
113-8329249-1803427,14/05/2021,19.99,
114-0406900-5627469,14/05/2021,7.99,
113-9276014-9626662,14/05/2021,7.99,
111-6618536-5865060,14/05/2021,13.99,
113-5449696-0244249,14/05/2021,7.99,
112-6163147-6028205,14/05/2021,7.99,
114-8032805-3033001,14/05/2021,11.99,
113-9598265-1577042,14/05/2021,7.99,
113-5114682-0789864,14/05/2021,10.39,
113-5114682-0789864,14/05/2021,10.38,
113-5114682-0789864,14/05/2021,9.19,
113-1104118-9782615,14/05/2021,7.99,
111-4148888-8761017,14/05/2021,7.99,
111-4148888-8761017,14/05/2021,7.99,
111-7619263-8010639,14/05/2021,7.99,
112-0321805-6909043,14/05/2021,11.99,
111-1100600-3890656,14/05/2021,7.99,
113-2679982-1458630,14/05/2021,7.99,
114-2762754-1259456,13/05/2021,7.99,
113-3691044-7803426,13/05/2021,6.99,
111-5390815-8931439,13/05/2021,7.99,
114-6571312-0568246,13/05/2021,3.99,
112-0561668-9356205,13/05/2021,7.99,
112-2751167-9586619,13/05/2021,7.99,
113-4712503-0141829,13/05/2021,13.99,
113-4712503-0141829,13/05/2021,13.99,
112-2944133-5349016,13/05/2021,7.99,
114-4253055-0193063,13/05/2021,19.99,
111-7708197-8532267,13/05/2021,13.99,
114-2065831-5367444,13/05/2021,7.99,
113-8311534-1198657,12/05/2021,13.99,
113-8311534-1198657,12/05/2021,13.98,
113-2239599-3418658,12/05/2021,3.99,
114-0282081-2930635,12/05/2021,7.99,
113-5645443-3984228,12/05/2021,13.99,
111-8758153-4932228,12/05/2021,6.99,
114-8840224-4734603,12/05/2021,7.99,
111-9290288-1166659,12/05/2021,7.99,
113-3706022-5245865,12/05/2021,7.99,
113-2436126-0862635,12/05/2021,19.99,
113-5414997-6521834,12/05/2021,6.99,
114-7075996-3819405,12/05/2021,13.99,
111-1249985-1153844,12/05/2021,7.99,
113-4988466-9171461,12/05/2021,7.99,
113-9039446-8447438,11/05/2021,13.99,
112-4460373-6086650,11/05/2021,7.98,
114-3080165-6441043,11/05/2021,7.99,
112-5363995-7133067,11/05/2021,7.99,
113-8248463-5606645,11/05/2021,6.99,
114-0392001-8657062,11/05/2021,13.99,
111-9601074-7684233,11/05/2021,8.14,
111-6399047-9291420,11/05/2021,7.99,
112-1331096-5593833,11/05/2021,7.99,
114-7344853-9494659,11/05/2021,13.99,
111-6121951-4992207,11/05/2021,13.99,
111-2685583-2969035,11/05/2021,7.99,
112-8837720-7171468,11/05/2021,7.99,
112-8837720-7171468,11/05/2021,7.99,
114-3867329-8192221,11/05/2021,13.99,
112-1838477-3439422,10/05/2021,19.99,
112-9569796-3655401,10/05/2021,7.99,
114-2253691-4636229,10/05/2021,7.99,
113-9109237-9783422,10/05/2021,7.99,
114-4247911-2499406,10/05/2021,13.99,
112-8030737-8330604,10/05/2021,13.99,
111-3931215-4081041,10/05/2021,6.99,
111-3931215-4081041,10/05/2021,13.99,
114-3037673-8061004,09/05/2021,13.99,
111-6606004-2989054,09/05/2021,11.99,
112-7870349-4839424,09/05/2021,7.99,
114-8882661-7651441,09/05/2021,15.98,
114-8882661-7651441,09/05/2021,6.99,
113-4553393-3844247,09/05/2021,7.99,
113-5034929-5228209,09/05/2021,0.00,
113-0302372-2771405,09/05/2021,7.99,
113-9531458-0235455,09/05/2021,13.99,
113-5923911-8639416,09/05/2021,6.99,
113-3413989-9561019,09/05/2021,7.99,
113-2364802-6457049,08/05/2021,15.98,
111-8927976-7746648,08/05/2021,19.99,
113-3499702-6485000,08/05/2021,7.99,
114-9080634-0228262,08/05/2021,6.99,
112-2902399-9836206,08/05/2021,13.98,
112-8156379-2808218,08/05/2021,13.98,
114-0260689-4909008,07/05/2021,7.99,
111-2300265-9853064,07/05/2021,6.99,
113-9154913-5151464,07/05/2021,13.99,
113-2621087-2355452,07/05/2021,7.99,
114-2863125-3875424,07/05/2021,7.99,
111-9430205-4996213,07/05/2021,6.99,
112-2548687-4564208,07/05/2021,15.99,
113-5603777-6397009,07/05/2021,19.99,
114-6671579-3820219,07/05/2021,7.99,
114-8765225-1580219,07/05/2021,7.99,
114-4059940-8724253,06/05/2021,11.99,
114-5872094-5027408,06/05/2021,13.99,
113-1948952-6377013,06/05/2021,7.99,
113-3020938-9645843,06/05/2021,19.99,
111-7218205-0949020,06/05/2021,13.99,
111-9772912-6061043,06/05/2021,13.99,
111-6744133-1323419,06/05/2021,11.99,
111-1791029-2774664,06/05/2021,13.99,
112-1768242-6498601,06/05/2021,13.99,
114-4889610-2683421,06/05/2021,13.99,
111-3316650-0386631,06/05/2021,13.99,
114-5403489-3062662,06/05/2021,7.99,
114-5403489-3062662,06/05/2021,7.99,
113-4755815-0105844,06/05/2021,7.99,
112-0704207-6838605,06/05/2021,13.99,
114-9009733-8608230,06/05/2021,13.99,
114-8340429-7482608,06/05/2021,13.99,
111-3494496-2429812,05/05/2021,11.99,
111-3494496-2429812,05/05/2021,7.99,
113-9156373-3621055,05/05/2021,13.99,
112-2527236-1326649,05/05/2021,7.99,
112-2527236-1326649,05/05/2021,7.99,
114-8305535-1809055,05/05/2021,13.99,
114-3189430-9417014,05/05/2021,13.98,
111-6437587-4403451,05/05/2021,7.99,
111-6755088-7089869,05/05/2021,7.99,
112-9900301-6358604,05/05/2021,13.99,
112-2611695-2597807,05/05/2021,6.99,
111-8220072-1793004,05/05/2021,6.99,
112-2135432-7734608,05/05/2021,6.99,
112-7334821-3356230,05/05/2021,7.99,
111-9509049-1869003,05/05/2021,13.99,
112-4894186-2398639,05/05/2021,6.99,
113-7199550-0281045,05/05/2021,17.98,
112-0790729-5557063,05/05/2021,7.99,
112-0790729-5557063,05/05/2021,7.99,
114-8058791-0272214,04/05/2021,19.99,
112-7730101-1149066,04/05/2021,19.99,
112-2632760-8136204,04/05/2021,11.99,
112-8826028-5629841,04/05/2021,7.99,
114-8072572-0121800,04/05/2021,7.99,
112-9733682-6696251,04/05/2021,7.99,
112-7256632-3129024,04/05/2021,13.99,
111-8159386-8543442,04/05/2021,19.99,
114-2605577-4561017,04/05/2021,6.99,
113-7892249-6933013,04/05/2021,7.99,
111-3485666-8723409,04/05/2021,7.99,
113-7476263-0317807,04/05/2021,13.99,
114-6630957-7420242,04/05/2021,19.99,
112-9358789-6947415,04/05/2021,6.99,
112-9588956-0610616,04/05/2021,6.99,
114-3986854-2630660,04/05/2021,7.99,
114-3081324-4813866,04/05/2021,7.99,
114-4885768-8777858,04/05/2021,7.99,
113-3021814-0907430,04/05/2021,7.99,
111-9265725-6707415,04/05/2021,7.99,
112-3241762-2118629,04/05/2021,13.99,
113-9551978-8805048,03/05/2021,7.99,
114-5856674-9435465,03/05/2021,23.98,
114-5105702-5717006,03/05/2021,7.99,
113-4493236-9604256,03/05/2021,7.99,
113-4493236-9604256,03/05/2021,7.99,
113-1732311-7320226,03/05/2021,7.99,
111-3293274-0121847,03/05/2021,7.99,
112-1158389-1200230,03/05/2021,7.99,
111-5668863-9378665,03/05/2021,7.99,
113-5781426-3847459,03/05/2021,13.99,
112-4610394-7046641,03/05/2021,7.99,
113-8930622-7413852,03/05/2021,7.99,
111-0368111-8563467,02/05/2021,11.99,
111-6445842-6805812,02/05/2021,19.99,
114-2457241-2489818,02/05/2021,7.99,
114-3203386-2271409,02/05/2021,6.99,
112-2830922-9422638,02/05/2021,6.99,
112-2830922-9422638,02/05/2021,7.99,
111-5332650-7565855,02/05/2021,13.99,
111-5332650-7565855,02/05/2021,13.99,
111-7505119-2512230,02/05/2021,7.99,
114-4787941-8897065,02/05/2021,19.99,
112-4635616-8220206,02/05/2021,7.99,
112-4447866-8850632,02/05/2021,7.99,
113-8795317-5193837,02/05/2021,13.99,
111-0726399-9690668,02/05/2021,15.98,
112-6785074-9960223,02/05/2021,7.99,
112-0980678-9997856,02/05/2021,13.99,
114-8190141-1486619,01/05/2021,15.98,
114-5457228-9678605,01/05/2021,16.98,
114-5354150-6857819,01/05/2021,7.99,
113-4342068-8497827,01/05/2021,15.98,
113-3504391-0101059,01/05/2021,11.99,
