Description,Date,Credit,Debit
114-6115455-6843460,28/02/2021,6.99,
113-3359870-6476225,28/02/2021,13.99,
114-4094249-6816232,28/02/2021,13.99,
111-2918626-7273024,28/02/2021,18.99,
113-8224933-9105064,28/02/2021,6.99,
111-4410975-7637039,28/02/2021,6.99,
111-1779226-0263461,28/02/2021,6.99,
114-9157552-8296242,28/02/2021,6.99,
113-5298604-7605846,28/02/2021,6.99,
111-6422994-6870648,28/02/2021,6.99,
113-4192687-7324232,28/02/2021,19.99,
113-5288005-8651400,28/02/2021,13.99,
113-5278652-6525801,28/02/2021,6.99,
112-7603907-1269059,28/02/2021,19.99,
113-8142859-5440266,28/02/2021,6.99,
112-7586150-9241846,28/02/2021,8.99,
112-7984383-2706660,28/02/2021,6.99,
111-6272105-8881038,27/02/2021,19.99,
112-3854840-5485819,27/02/2021,39.98,
112-1208759-4235416,27/02/2021,7.99,
111-9937190-0619461,27/02/2021,7.99,
112-3026512-0281827,27/02/2021,7.99,
112-3026512-0281827,27/02/2021,7.99,
113-0591081-4298612,27/02/2021,7.99,
112-9350622-5368201,27/02/2021,13.99,
112-0774172-9464218,27/02/2021,7.99,
114-6327046-5866638,27/02/2021,7.99,
113-0296630-4295442,27/02/2021,7.99,
111-9004547-9335436,27/02/2021,7.99,
114-8785604-0143421,27/02/2021,11.82,
111-8887878-3781031,27/02/2021,11.99,
111-4494549-5065069,27/02/2021,7.99,
112-3451932-0903414,26/02/2021,7.99,
114-5998275-3975445,26/02/2021,19.99,
112-8112613-0687465,26/02/2021,15.98,
113-8587226-7146618,26/02/2021,7.99,
112-7407138-2079411,26/02/2021,7.99,
114-0153281-7544271,26/02/2021,15.98,
113-3010795-7845821,26/02/2021,13.99,
114-1301896-7104208,25/02/2021,13.08,
114-3428434-8251453,25/02/2021,7.99,
112-8174334-7018633,25/02/2021,7.99,
111-6743066-0809824,25/02/2021,7.99,
114-0370267-6959421,25/02/2021,7.99,
114-4357318-0849063,25/02/2021,7.99,
114-4357318-0849063,25/02/2021,7.99,
114-4357318-0849063,25/02/2021,7.99,
114-4357318-0849063,25/02/2021,7.99,
114-4657594-8554655,25/02/2021,7.99,
114-8640878-7259449,25/02/2021,7.99,
112-9571785-6716207,25/02/2021,19.99,
112-6149725-1685838,24/02/2021,31.96,
111-3345394-3097064,24/02/2021,7.99,
114-5379716-0105849,24/02/2021,7.99,
112-3404154-7677806,24/02/2021,7.99,
112-3404154-7677806,24/02/2021,7.99,
111-2586642-3454609,24/02/2021,8.99,
113-9347724-0878648,24/02/2021,7.99,
111-1316865-1917824,24/02/2021,13.99,
111-9862419-0434602,24/02/2021,7.99,
113-0513986-3237005,24/02/2021,7.99,
113-0513986-3237005,24/02/2021,7.99,
114-0391635-5629029,23/02/2021,7.99,
114-8393107-2417837,23/02/2021,7.99,
111-7371664-1313068,23/02/2021,13.99,
113-9974388-3750601,23/02/2021,11.99,
113-4012078-7313057,23/02/2021,7.99,
113-3459366-6273803,23/02/2021,11.99,
111-8375575-2615408,23/02/2021,19.99,
112-8716477-0513854,23/02/2021,7.99,
114-1828724-7041004,23/02/2021,7.99,
111-4661925-9124218,22/02/2021,11.99,
114-9746790-7216227,22/02/2021,11.99,
113-0789698-7641818,22/02/2021,15.98,
113-6332743-0427426,22/02/2021,7.99,
112-2764716-1983418,22/02/2021,7.99,
113-3295207-4006635,22/02/2021,7.99,
113-8461715-5467456,22/02/2021,7.99,
111-4123784-7473001,22/02/2021,7.99,
111-4123784-7473001,22/02/2021,7.99,
112-6404109-2414619,22/02/2021,11.99,
111-3112566-7253046,21/02/2021,3.99,
111-9597983-5993019,21/02/2021,11.99,
114-5978178-3828202,21/02/2021,7.99,
113-9838606-2355417,21/02/2021,7.99,
113-6219615-2146617,21/02/2021,0.00,
113-3456786-5525854,21/02/2021,19.99,
114-2249968-3022627,21/02/2021,8.99,
112-6652632-3234601,21/02/2021,7.99,
112-5579445-6073802,20/02/2021,7.99,
111-0022285-8547477,20/02/2021,7.99,
112-7479523-7912252,20/02/2021,7.99,
111-6945898-7077827,20/02/2021,19.99,
113-5564379-1233052,20/02/2021,7.99,
112-9731999-1621049,20/02/2021,7.99,
112-6547263-6156231,20/02/2021,19.99,
112-0634947-6500269,20/02/2021,7.99,
113-0428174-0296217,19/02/2021,13.99,
111-0927757-4130615,19/02/2021,19.99,
111-7782948-9275408,19/02/2021,7.99,
113-1974794-4663453,19/02/2021,7.99,
111-1084982-8328222,19/02/2021,7.99,
112-7732432-5265029,19/02/2021,7.99,
114-0876915-8109037,19/02/2021,7.99,
112-7232313-9457062,18/02/2021,13.99,
114-9638774-1800256,18/02/2021,7.99,
111-8742802-1610663,18/02/2021,7.99,
111-8742802-1610663,18/02/2021,8.99,
111-9856642-3041048,18/02/2021,8.99,
111-0494194-3369808,18/02/2021,7.99,
113-0803405-8261006,18/02/2021,19.99,
111-2220494-1005800,18/02/2021,7.99,
113-8568492-6461015,18/02/2021,13.99,
114-5361886-8705005,18/02/2021,7.99,
114-8830136-4438642,17/02/2021,7.99,
112-4737498-2431461,17/02/2021,7.99,
114-0937358-8821842,17/02/2021,7.99,
114-0937358-8821842,17/02/2021,7.99,
111-7367031-9147413,17/02/2021,7.99,
113-3326410-8275411,17/02/2021,18.99,
113-3056027-4451447,17/02/2021,7.99,
113-1117579-2753847,17/02/2021,13.99,
113-0561069-0325018,16/02/2021,7.99,
113-0561069-0325018,16/02/2021,7.99,
113-0561069-0325018,16/02/2021,7.99,
113-0561069-0325018,16/02/2021,7.99,
113-0561069-0325018,16/02/2021,7.99,
113-3800853-9857840,16/02/2021,7.99,
113-3800853-9857840,16/02/2021,7.99,
111-5114437-9009068,16/02/2021,15.98,
114-7510692-9806642,16/02/2021,14.09,
111-8801552-4069033,16/02/2021,7.99,
113-8211488-2555448,16/02/2021,7.99,
113-6474077-7930612,16/02/2021,7.99,
113-6838489-2549030,15/02/2021,19.99,
111-6834266-0411465,15/02/2021,7.99,
114-6357783-8428228,15/02/2021,7.99,
114-3546386-2465050,15/02/2021,27.98,
112-7746982-8108267,15/02/2021,7.99,
111-2844220-5638606,15/02/2021,7.99,
111-2844220-5638606,15/02/2021,7.99,
111-5799423-3019431,15/02/2021,3.99,
112-8979797-2866660,14/02/2021,7.99,
112-8380935-2433059,14/02/2021,7.99,
113-2550308-4481040,14/02/2021,11.99,
111-6289120-4980202,14/02/2021,31.96,
112-7989565-2163421,13/02/2021,7.99,
112-9055178-2878610,13/02/2021,7.99,
112-5086837-1867456,13/02/2021,13.98,
114-1880715-9915447,13/02/2021,7.99,
112-2434725-8551462,13/02/2021,7.99,
114-4482686-8950658,13/02/2021,13.99,
112-9412185-7948213,13/02/2021,7.99,
112-9412185-7948213,13/02/2021,7.99,
112-3735077-9304221,13/02/2021,13.99,
112-3990737-0131448,13/02/2021,3.99,
113-4296614-2450656,13/02/2021,15.98,
112-5383411-9767458,13/02/2021,13.99,
111-7277727-0685004,12/02/2021,7.99,
113-1896299-8465069,12/02/2021,7.99,
112-9335477-9814641,12/02/2021,19.99,
113-5101615-6717832,12/02/2021,7.99,
113-5101615-6717832,12/02/2021,7.99,
113-3858254-1247450,12/02/2021,7.99,
112-2215434-6682627,12/02/2021,13.99,
114-5998990-5689004,12/02/2021,15.98,
111-3941749-7131401,12/02/2021,7.99,
112-8690725-0742620,12/02/2021,7.99,
111-1113824-1102627,12/02/2021,7.99,
112-6712031-8130604,12/02/2021,7.99,
111-2805224-4741040,11/02/2021,13.99,
112-4758312-3715462,11/02/2021,8.99,
112-4758312-3715462,11/02/2021,8.99,
114-3662776-4576254,11/02/2021,15.98,
113-7737875-8969810,11/02/2021,7.99,
113-7737875-8969810,11/02/2021,18.99,
113-7737875-8969810,11/02/2021,8.99,
113-7737875-8969810,11/02/2021,8.99,
113-7737875-8969810,11/02/2021,18.99,
113-7737875-8969810,11/02/2021,8.99,
114-7086288-4249849,11/02/2021,7.99,
114-0304587-5210647,11/02/2021,15.98,
112-2392531-7393856,11/02/2021,13.99,
111-9754212-5910614,11/02/2021,7.99,
112-1211747-4309013,11/02/2021,8.99,
114-5630021-2095428,11/02/2021,14.08,
113-9315874-8149003,11/02/2021,7.99,
114-6953019-3071431,10/02/2021,8.99,
113-4402994-6870619,10/02/2021,8.99,
111-0655191-0898644,10/02/2021,8.99,
112-3565346-8592213,10/02/2021,7.99,
112-4250231-1571451,10/02/2021,7.99,
111-6195225-1526603,10/02/2021,7.99,
111-4355951-4361028,10/02/2021,7.99,
111-4082575-0136243,10/02/2021,7.99,
113-7597939-0327400,10/02/2021,7.99,
112-2722012-0814614,09/02/2021,7.99,
111-6292560-2966647,09/02/2021,8.99,
112-2909354-8723435,09/02/2021,7.99,
113-0292256-4380270,09/02/2021,7.99,
114-6994053-2246649,09/02/2021,7.99,
113-8216039-3527455,09/02/2021,7.99,
113-7411877-3550601,08/02/2021,11.99,
112-2334515-6093860,08/02/2021,15.98,
113-5602541-5793816,08/02/2021,7.99,
111-4498614-5097844,08/02/2021,18.99,
113-1902763-8146654,08/02/2021,8.99,
112-8184781-4697035,08/02/2021,17.98,
113-5017984-8113055,08/02/2021,17.76,
112-2488444-2032208,08/02/2021,18.99,
114-8425472-2317866,08/02/2021,13.99,
114-8464641-4584265,08/02/2021,8.99,
113-8141816-3811425,08/02/2021,15.98,
113-0400989-4293830,08/02/2021,7.99,
112-1742968-2248244,08/02/2021,19.99,
112-1274563-7757851,08/02/2021,19.99,
113-3823771-9857066,07/02/2021,8.99,
113-5010756-6165065,07/02/2021,7.99,
112-0510475-7820215,07/02/2021,7.99,
112-4767158-1299404,07/02/2021,7.99,
111-8754290-2949019,07/02/2021,13.99,
112-1726202-6889031,07/02/2021,13.98,
111-1361850-4975413,07/02/2021,7.99,
111-2290700-8214654,07/02/2021,8.99,
111-8236709-9706647,07/02/2021,7.99,
113-6088199-2245828,07/02/2021,19.99,
112-3780819-1918657,06/02/2021,7.99,
113-2426433-2738658,06/02/2021,7.99,
112-2433189-3817866,06/02/2021,7.99,
111-9117668-3056242,06/02/2021,7.99,
112-4704863-3365000,06/02/2021,7.99,
111-6221327-9553853,06/02/2021,7.99,
114-5444101-0377826,06/02/2021,13.99,
114-0674788-4515424,06/02/2021,7.99,
112-6310291-8549817,06/02/2021,7.99,
113-4743564-9493851,06/02/2021,7.99,
113-4077502-1590647,06/02/2021,13.99,
113-7621945-4870621,06/02/2021,7.99,
113-7621945-4870621,06/02/2021,7.99,
113-7621945-4870621,06/02/2021,7.99,
113-0391680-2290664,06/02/2021,7.99,
112-7634018-4837050,06/02/2021,8.99,
113-5662992-1417868,06/02/2021,7.99,
111-3439789-8186651,06/02/2021,7.99,
111-3439789-8186651,06/02/2021,7.99,
112-4408722-8777838,05/02/2021,7.99,
111-5450641-7295461,05/02/2021,7.99,
111-3095247-5289053,05/02/2021,8.99,
111-2514816-7351445,05/02/2021,17.98,
111-0526477-9505832,05/02/2021,18.99,
112-5410200-2999406,05/02/2021,8.99,
111-0251417-5841817,05/02/2021,7.99,
112-3762701-2635466,05/02/2021,8.99,
113-7952328-0501848,05/02/2021,8.99,
113-7952328-0501848,05/02/2021,8.99,
111-7209881-7676246,05/02/2021,7.99,
113-7184556-0450640,05/02/2021,11.99,
114-8566292-3497820,05/02/2021,7.99,
113-9803175-8117811,04/02/2021,7.99,
111-1550190-9437028,04/02/2021,7.99,
111-0688958-1197865,04/02/2021,7.99,
112-2761442-9371433,04/02/2021,8.99,
111-1694750-7095400,04/02/2021,7.99,
112-5895892-5552242,03/02/2021,7.99,
113-0490646-5201820,03/02/2021,7.99,
113-4972226-9825810,03/02/2021,7.99,
114-6157532-3593852,03/02/2021,19.99,
113-6355158-1642618,03/02/2021,19.99,
112-3527007-2857065,03/02/2021,7.99,
111-2532294-0213839,02/02/2021,7.99,
113-0831237-8576265,02/02/2021,7.99,
113-1254391-7834643,02/02/2021,7.99,
113-7760522-2157015,02/02/2021,7.99,
114-1571716-8067469,02/02/2021,7.99,
114-5055872-5145041,02/02/2021,7.99,
111-7553053-7557849,02/02/2021,8.99,
111-1734114-2257854,02/02/2021,7.99,
112-6049036-7625042,01/02/2021,7.99,
113-8116752-6425064,01/02/2021,0.00,
113-4429464-6646634,01/02/2021,13.99,
111-4180699-3231441,01/02/2021,7.99,
114-9286961-0845842,01/02/2021,19.99,
111-6276833-3882608,01/02/2021,7.99,
