Description,Date,Credit,Debit
111-0730232-5329030,20/01/2021,7.99,
113-6986724-1196235,20/01/2021,18.99,
113-6986724-1196235,20/01/2021,18.99,
112-4712395-0975420,20/01/2021,7.99,
112-4712395-0975420,20/01/2021,7.99,
114-8261498-6461855,20/01/2021,7.99,
112-7605409-1348253,20/01/2021,18.99,
114-7407207-6327469,20/01/2021,8.99,
113-0864137-6541062,19/01/2021,7.99,
112-7412627-8040221,19/01/2021,7.99,
113-7029956-3828234,19/01/2021,17.98,
112-3667707-1016248,19/01/2021,7.99,
112-8385065-1401812,19/01/2021,7.99,
114-5266969-6447465,19/01/2021,13.98,
114-9253693-8970629,19/01/2021,18.99,
114-4110462-2012269,19/01/2021,13.99,
111-7650008-2657068,19/01/2021,7.99,
112-0615265-3618603,19/01/2021,7.99,
111-7517701-3023401,18/01/2021,8.99,
114-2699832-4651417,18/01/2021,19.99,
112-7788260-9480217,18/01/2021,7.99,
111-6340380-8941828,18/01/2021,7.99,
112-5485955-9693017,18/01/2021,11.99,
114-7362311-5906601,18/01/2021,7.99,
111-2724433-6840245,17/01/2021,7.99,
112-5513570-6325053,17/01/2021,37.98,
113-1493519-1717841,16/01/2021,8.99,
113-9559632-8938650,16/01/2021,13.99,
114-3193774-9341051,16/01/2021,8.99,
114-0074374-8643418,16/01/2021,19.99,
111-7024671-3779416,16/01/2021,7.99,
114-8168041-2385047,16/01/2021,7.99,
114-3746302-3830629,16/01/2021,7.99,
113-5454053-7238664,16/01/2021,8.99,
113-5454053-7238664,16/01/2021,18.99,
113-5950526-0059416,16/01/2021,7.99,
114-0901208-5545064,16/01/2021,7.99,
114-0901208-5545064,16/01/2021,7.99,
114-0901208-5545064,16/01/2021,7.99,
111-5982712-0126627,15/01/2021,15.98,
113-6480040-4310617,15/01/2021,11.98,
113-6480040-4310617,15/01/2021,9.99,
114-3028696-4589021,15/01/2021,13.99,
114-5423099-5081843,15/01/2021,13.99,
114-7930862-3993832,15/01/2021,18.99,
114-0132343-8597065,15/01/2021,7.99,
114-3247539-1413009,15/01/2021,7.99,
113-4003234-9150663,15/01/2021,20.97,
112-1482377-1249827,15/01/2021,19.99,
112-9348029-3169865,15/01/2021,7.99,
113-6763757-6394605,15/01/2021,7.99,
113-0155336-9387451,15/01/2021,7.99,
112-1679517-1681865,14/01/2021,18.99,
111-1293024-7321034,14/01/2021,7.99,
111-3934188-7888269,14/01/2021,11.99,
113-8144270-8837831,14/01/2021,15.98,
112-6300850-9865843,14/01/2021,7.99,
113-4830709-8133048,14/01/2021,13.99,
112-1736391-4920269,13/01/2021,15.98,
114-1157335-4577809,13/01/2021,13.98,
112-6104492-3379416,13/01/2021,8.99,
112-5310229-7489001,13/01/2021,8.99,
112-5310229-7489001,13/01/2021,8.99,
112-5310229-7489001,13/01/2021,18.99,
114-5498747-8608211,12/01/2021,8.99,
114-5498747-8608211,12/01/2021,8.99,
112-1104022-6325850,12/01/2021,7.99,
113-3110953-8413835,12/01/2021,8.99,
113-3612326-1692201,12/01/2021,18.99,
113-9722660-9239468,12/01/2021,7.99,
112-3127157-7781066,11/01/2021,6.99,
112-3127157-7781066,11/01/2021,8.99,
114-3994345-6223454,11/01/2021,7.99,
114-0675837-6379413,11/01/2021,7.99,
111-5626035-8966652,11/01/2021,7.99,
114-7279729-2591430,11/01/2021,18.99,
114-7279729-2591430,11/01/2021,18.99,
112-3885395-2473801,11/01/2021,8.99,
113-9276851-2873814,10/01/2021,18.99,
114-2402374-8816251,10/01/2021,17.98,
113-3756496-5094635,09/01/2021,19.99,
114-8764781-8817824,09/01/2021,17.98,
112-5145877-3202625,09/01/2021,13.99,
113-5223740-8968267,09/01/2021,7.99,
114-2207238-8029045,08/01/2021,8.66,
114-2207238-8029045,08/01/2021,21.49,
111-7338651-9455447,08/01/2021,11.99,
114-4676310-7981829,08/01/2021,7.99,
112-4174036-9157854,08/01/2021,7.99,
114-4856100-7957009,07/01/2021,18.99,
114-7464870-2303437,07/01/2021,8.99,
114-7072564-4649836,07/01/2021,14.98,
112-9972489-6677832,07/01/2021,8.99,
111-0907142-9113845,07/01/2021,8.99,
113-6740122-5621817,07/01/2021,7.99,
114-0211489-9305802,07/01/2021,6.99,
112-7540443-2994635,06/01/2021,8.99,
112-4609972-3602669,06/01/2021,8.99,
114-1688297-8414616,06/01/2021,7.99,
113-8414057-8772261,06/01/2021,8.99,
113-8414057-8772261,06/01/2021,8.99,
113-3467964-0793001,06/01/2021,8.99,
114-1124933-9129001,06/01/2021,18.99,
113-2289239-0269017,05/01/2021,17.98,
113-7761436-2739451,05/01/2021,19.99,
114-8802507-4681821,05/01/2021,7.99,
114-6975238-3381844,05/01/2021,8.99,
111-9324983-4142602,05/01/2021,18.99,
111-9324983-4142602,05/01/2021,8.99,
111-9324983-4142602,05/01/2021,14.99,
111-9324983-4142602,05/01/2021,18.99,
112-8252858-5768235,04/01/2021,7.99,
112-3430925-2833054,04/01/2021,7.99,
114-8440344-8749804,04/01/2021,7.99,
114-7845480-0789843,04/01/2021,17.98,
113-7937835-0392262,03/01/2021,7.99,
114-1625244-0322606,03/01/2021,7.99,
113-3879425-6006653,03/01/2021,8.99,
111-4349827-5506639,02/01/2021,15.98,
112-7845694-9933833,02/01/2021,13.99,
113-4758217-6254659,02/01/2021,8.99,
114-9968980-4470627,02/01/2021,7.99,
113-1435174-2881055,02/01/2021,7.99,
112-6545357-0637066,02/01/2021,18.99,
114-2474557-0645833,01/01/2021,8.99,
