Description,Date,Credit,Debit
702-3376343-9881813,05/09/2020,9.99,
702-7571579-1882625,05/09/2020,12.27,
701-3244831-9296202,04/09/2020,9.99,
701-6470573-1313806,04/09/2020,9.99,
701-8169789-5080255,04/09/2020,9.99,
701-8169789-5080255,04/09/2020,9.99,
701-8169789-5080255,04/09/2020,9.99,
701-8007164-7941859,03/09/2020,29.97,
701-6323098-6876254,03/09/2020,9.99,
702-2974895-9301841,02/09/2020,9.99,
702-7888005-6388269,02/09/2020,9.99,
702-1102252-3004222,01/09/2020,9.99,
S01-0681894-8876601,08/09/2020,0.00,
114-8542603-4852255,30/09/2020,19.98,
113-7621203-6625825,30/09/2020,9.99,
113-7621203-6625825,30/09/2020,9.99,
113-7621203-6625825,30/09/2020,9.99,
112-6756668-2295459,30/09/2020,19.98,
111-6346504-6437010,29/09/2020,9.99,
111-1210937-6279410,29/09/2020,9.99,
114-6188460-2721837,28/09/2020,9.99,
112-0115997-7272215,27/09/2020,9.99,
111-8419631-2621836,26/09/2020,9.99,
113-8962881-3367421,25/09/2020,9.99,
112-7376042-9863406,25/09/2020,9.99,
112-7376042-9863406,25/09/2020,9.99,
111-6790398-2328250,24/09/2020,9.99,
114-7072059-1878615,24/09/2020,9.99,
114-7072059-1878615,24/09/2020,9.99,
113-3021827-6676220,07/09/2020,9.99,
